 propety , "x" ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Apurime�os ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Congresistas_por_Cusco ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ingenieros_de_Per� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Congresistas_de_Per�_2011-2016 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Nacional_San_Antonio_Abad ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Departamento_del_Cuzco ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Primera_Guerra_Mundial ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Amin_al-Husayni ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Militares_de_Palestina ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Islam ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_Sid�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Personas_de_Tulkarem ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Pueblo_palestino ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Idioma_�rabe ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Monte_del_Templo ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_de_Independencia_(Mandato_brit�nico_de_Palestina) ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/L�bano ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Otomanos_del_siglo_XIX ,
 http://www.w3.org/2007/05/powder-s#describedby , http://es.dbpedia.org/about/id/entity/http/localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Amin_al-Husayni ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Alto_Comit�_�rabe ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Muerte ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Polit�logos_de_Filipinas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Filipinas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Polit�logas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Profesores_de_la_Universidad_de_Filipinas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Fallecidos_por_pandemia_de_COVID-19_en_Filipinas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticas_de_Sud�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Activistas_de_Sud�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Mujeres_periodistas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Periodistas_de_Ghana ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Feministas_de_Ghana ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Mujeres_periodistas_de_Ghana ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ghana ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Francia_del_siglo_XX ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Fallecidos_en_1916 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_1876 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nobleza_de_Bielorrusia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Poetisas_de_Bielorrusia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Fallecidos_por_tifus ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Activistas_de_Bielorrusia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Empresarios_de_Indonesia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Fallecidos_por_pandemia_de_COVID-19_en_Indonesia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Directivos_de_la_Organizaci�n_de_las_Naciones_Unidas ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_San_Sebasti�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ministras_de_Relaciones_Exteriores ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/San_Sebasti�n ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ministros_del_Gobierno_de_Espa�a_de_la_XIV_Legislatura ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticas_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_Carlos_III ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jurista ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Director_ejecutivo ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Patricia_Francis ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ban_Ki-moon ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Dorothy_Tembo ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ministros_de_Asuntos_Exteriores_y_de_Cooperaci�n_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Mujeres_del_siglo_XXI ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnos_de_Derecho_de_la_Universidad_de_Navarra ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Centro_de_Comercio_Internacional_(organismo_internacional) ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Felipe_VI_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Abogados_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Mujeres_del_siglo_XX ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Segundo_Gobierno_S�nchez ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Josep_Borrell ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ministro_de_Asuntos_Exteriores_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_de_Navarra ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Pedro_S�nchez ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Organizaci�n_Mundial_de_Comercio ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ant�nio_Guterres ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Fallecidos_en_2004 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_de_Virginia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Diplom�ticos_de_Estados_Unidos ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_1923 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Colorado ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Universidad_George_Washington ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Richard_Nixon ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_Chicago ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Fort_Collins ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Universidad_de_Virginia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ateroesclerosis ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Patricia_Donayre ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ministro_de_Desarrollo_e_Inclusi�n_Social_del_Per� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Jorge_Mel�ndez_Celis ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ministros_de_Desarrollo_e_Inclusi�n_Social_de_Per� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Vicente_Zeballos ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:M�dicos_de_Per� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Mart�n_Vizcarra ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Empresarios_de_Colombia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Gobernadores_de_Caquet� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Anexo:Gobernadores_del_Caquet� ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Iglesia_cat�lica ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticos_del_Partido_Conservador_Colombiano ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ganadero ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Colombia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_1953 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ganaderos_de_Colombia ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Empresario ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Caquete�os ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_Conservador_Colombiano ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Florencia_(Caquet�) ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Subsecretar�a_de_Redes_Asistenciales_de_Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Nacionalidad_chilena ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Santiago_de_Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Subsecretarios_de_Estado_de_Sebasti�n_Pi�era ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Sebasti�n_Pi�era ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Pol�ticos_de_Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Candidato_independiente ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Luis_Castillo_Fuenzalida ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Vitacura_(comuna) ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ingenieros_comerciales_de_Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Alumnado_de_la_Pontificia_Universidad_Cat�lica_de_Chile ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Senadores_de_la_VII_Legislatura_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Senadores_de_la_VI_Legislatura_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Senado_de_Espa�a ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Ayuntamiento_de_Bilbao ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Partido_Popular_del_Pa�s_Vasco ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Categor�a:Nacidos_en_1942 ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ayuntamiento_de_Maruri ,
 http://www.w3.org/2007/05/powder-s#describedby , http://localhost:8890/about/id/entity/http/es.dbpedia.org/resource/Ayuntamiento_de_Bilbao ,
