PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4685044,Instalación Deportiva Municipal Básica Parque de Roma III,,,,"Metro: O, Donnell , Sáinz de BarandaBus: 2 , 15 , 28 , 30, 56, 143 , 156 , 202 , 215.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d951667ce336110VgnVCM1000000b205a0aRCRD,ALCALDE SAINZ DE BARANDA,CALLE,V,90,,,,,MADRID,MADRID,28007,3,ESTRELLA,3,RETIRO,443672,4474695,40.41909788,-3.665261053,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4542098,Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,,,,"Metro: UrgelBus: 17 , 25 , 34 , 35 , 108 , 118 , 119.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9c908d335a61110VgnVCM1000000b205a0aRCRD,GORRION,CALLE,V,36,,,,,MADRID,MADRID,28019,3,SAN ISIDRO,11,CARABANCHEL,438091,4472000,40.39630479,-3.729515383,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4651979,Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,,,,"Bus: 17 , 25.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=490c606e96145110VgnVCM1000000b205a0aRCRD,VICENTE QUESADA,CALLE,V,0,,,,Parque de San Isidro,MADRID,MADRID,28019,3,SAN ISIDRO,11,CARABANCHEL,438000,4472068,40.39690159,-3.730594121,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
7108009,Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,,De lunes a domingo de 10 a 22 horas.,,"Metro: LegazpiBus: 148, 18, 6, 78",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b86ed13813031410VgnVCM2000000c205a0aRCRD,CHOPERA,PASEO,V,4,,,,,MADRID,MADRID,28045,3,CHOPERA,2,ARGANZUELA,440714,4471656,40.39338778,-3.698565633,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4542532,Instalación Deportiva Municipal Básica Parque de Villa Rosa,,,,"Metro: CanillasBus: 73 , 104 , 112 , 120",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03889fbdc8e61110VgnVCM1000000b205a0aRCRD,EL PEDERNOSO,CALLE,V,19,,,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,446714,4479944,40.4665846,-3.629846895,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4538506,Instalación Deportiva Municipal Básica Parque del Cementerio,,,pista de fútbol sala,"Metro: Villa de VallecasBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89c1db6d12b41110VgnVCM1000000b205a0aRCRD,BARBARA DE BRAGANZA,CALLE,V,15,,,,,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,441123,4475037,40.42388958,-3.694048986,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4527217,Instalación Deportiva Municipal Básica Parque del Oeste,,,,"Metro: Arg&amp;uuml;elles, MoncloaBus: 1 , 16 , 21 , 44 , 46 , 74 , 82 , 132 , 133 , 162 , C , G.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6612124827ee0110VgnVCM1000000b205a0aRCRD,CAMOENS,PASEO,V,S/N,,,,,MADRID,MADRID,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,438766,4475954,40.43009229,-3.723207636,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4547672,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,,,,"Metro: Estrella , VinaterosBus: 20 , 30 , 32 , 71 , 113",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4df76721491110VgnVCM2000000c205a0aRCRD,CARMEN AMAYA,CALLE,V,3,,,,Posterior,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444409,4473920,40.4121659,-3.656506372,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4664733,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,,,,"Metro: Estrella , VinaterosBus: 20 , 30 , 32 , 71 , 113",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34627f42efd85110VgnVCM1000000b205a0aRCRD,CARMEN AMAYA,CALLE,V,1,,,,posterior,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444391,4473920,40.4121647,-3.656718512,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4540094,Instalación Deportiva Municipal Básica Parque Doña Guiomar II,,,,"Metro: Parque de Santa María , HortalezaBus: 7 , 29 , 129 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3553da4a6551110VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,V,7,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444578,4481005,40.47600256,-3.655134007,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4540131,Instalación Deportiva Municipal Básica Parque Doña Guiomar III,,,,"Bus: 7 , 29 , 129 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c20ed908b7551110VgnVCM1000000b205a0aRCRD,MONÓVAR,CALLE,V,4,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444352,4480848,40.47645416,-3.656518693,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4548463,Instalación Deportiva Municipal Básica Parque El Calero,,,,"Metro: Barrio de la Concepción , Quintana , El Carmen.Bus: 21 , 38 , 48 , 106 , 146",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=598745dbd6891110VgnVCM1000000b205a0aRCRD,VIRGEN DE NURIA,CALLE,V,S/N,,,,,MADRID,MADRID,28027,4,CONCEPCION,15,CIUDAD LINEAL,444643,4476387,40.43628667,-3.652696826,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4556549,Instalación Deportiva Municipal Básica Parque Estafeta,,,,"Metro: Hospital Doce de OctubreBus: 18 , 22 , 23 , 59 , 76 , 78 , 79 , 81 , 85 , 86 , 121 , 123.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d151ae86f4e1110VgnVCM1000000b205a0aRCRD,ESTAFETA,CALLE,V,4,,,,,MADRID,MADRID,28041,3,SAN FERMIN,12,USERA,441316,4469709,40.37401826,-3.692570044,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4542810,Instalación Deportiva Municipal Básica Parque Eugenia de Montijo,,,,"Bus: 34 , 47 , 121 , 131 , 139",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cd3626222f61110VgnVCM1000000b205a0aRCRD,PARQUE EUGENIA DE MONTIJO,CALLE,V,S/N,,,,,MADRID,MADRID,28047,4,VISTA ALEGRE,11,CARABANCHEL,435960,4470017,40.37827096,-3.754424501,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6289003,Instalación Deportiva Municipal Básica Parque Gabriela Mistral,,,pista de baloncesto,Metro: LacomaBus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=989d6ddd521d4310VgnVCM2000000c205a0aRCRD,ROSALIA DE CASTRO,CALLE,V,69,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,437819,4481789,40.48446752,-3.733678317,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4579951,Instalación Deportiva Municipal Básica Parque General García Escámez,,,,"Bus: 17 , 117 , 139Renfe: Fanjul.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a5916f218ea2110VgnVCM2000000c205a0aRCRD,ANSELMO LORENZO,CALLE,V,,,,,Jardines Gral. García Escámez,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434676,4470523,40.38272962,-3.769589262,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6331268,Instalación Deportiva Municipal Básica Parque Huerta de la Salud,,,pistas de bolos ,"Bus: 9 , 72 , 107",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd700c061aa5310VgnVCM2000000c205a0aRCRD,MAR DE LAS ANTILLAS,CALLE,V,10,,,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,445186,4480760,40.47572203,-3.646658003,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4542218,Instalación Deportiva Municipal Básica Parque Huerta del Obispo,,,,"Bus: 22 , 76 , 79 , 86 , 130 , 131.Renfe: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e1e00f058a61110VgnVCM1000000b205a0aRCRD,JUAN PEÑALVER,CALLE,V,34,,,,c/v CALLE PALOMARES,MADRID,MADRID,28021,,SAN ANDRES,,VILLAVERDE,439499,4466660,40.34642106,-3.713682325,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, 
10913272,Instalación Deportiva Municipal Básica Parque Juan Pablo II,,,pistas de pádel (cristal ,"Metro: HortalezaBus: 7 , 29 , 107, 125 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=31edbd18e5b79610VgnVCM1000001d4a900aRCRD,PICEAS,AVENIDA,V,13,,,,,MADRID,MADRID,28043,2,PIOVERA,16,HORTALEZA,447448,4478684,40.45716099,-3.619804359,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel, 
6300752,Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),,,"pista de fútbol sala, pistas de patinaje, pista de vole",Metro: LACOMABus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4e940a4a8915310VgnVCM2000000c205a0aRCRD,RAMON GOMEZ DE LA SERNA,CALLE,V,22,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438569,4481797,40.48459542,-3.724830605,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4583138,Instalación Deportiva Municipal Básica Parque La Viña,,,"pista de baloncesto, pista de fútbol sala, pistas de bolos ","Bus: 24 , 102 , 111 , 144",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b91d2b9229db2110VgnVCM1000000b205a0aRCRD,CONCEJO DE TEVERGA,CALLE,V,2,,,,,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443069,4471072,40.38641878,-3.672043769,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4583318,Instalación Deportiva Municipal Básica Parque Luis Buñuel,,,,"Metro: Miguel HernándezBus: 10 , 54 , 57 , 58 , 103 , 142 , 143 , 144",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30645c766bdb2110VgnVCM1000000b205a0aRCRD,LUIS BUÑUEL,CALLE,V,38,,,,,MADRID,MADRID,28018,4,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,445396,4471156,40.38733158,-3.644636492,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4584491,Instalación Deportiva Municipal Básica Parque Madrid Sur,,,,"Bus: 10 , 57 , 136 , 144 , 310Renfe: Entrevías",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e37e060c2c2110VgnVCM1000000b205a0aRCRD,LA DILIGENCIA,CALLE,V,5,,,,Parque Madrid Sur,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,443994,4470718,40.38329255,-3.661115148,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4541879,Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,,,,"Metro: Manoteras.Bus: 7 , 29 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa51989c0d961110VgnVCM1000000b205a0aRCRD,BACARES,CALLE,V,20,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,443874,4480843,40.47638465,-3.66213665,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
6284785,Instalación Deportiva Municipal Básica Parque Manuel Azaña,,,,"Metro: El Carmen , VentasBus: 12 , 21 , 38 , 48 , 53 , 74 , 106 , 110 , 146 , 210.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7154949a6cda4310VgnVCM2000000c205a0aRCRD,JAZMÍN,CALLE,V,51,,,,,MADRID,MADRID,28027,4,CONCEPCION,15,CIUDAD LINEAL,444038,4475943,40.43223739,-3.659790428,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4581044,Instalación Deportiva Municipal Básica Parque Marchamalo,,,,"Bus: 63 , 143 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0e72734f83b2110VgnVCM1000000b205a0aRCRD,MARCHAMALO,PARQUE,V,,,,,,MADRID,MADRID,28038,5,PORTAZGO,13,PUENTE DE VALLECAS,445131,4472291,40.39753891,-3.647856497,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6348740,Instalación Deportiva Municipal Básica Parque Martala I,,,,"Metro: ArtillerosBus: 30 , 32 , 71.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982113a714606310VgnVCM1000000b205a0aRCRD,PICO DE LOS ARTILLEROS,CALLE,V,5,,,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445787,4473548,40.40890578,-3.640234123,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4548485,Instalación Deportiva Municipal Básica Parque Martala II,,,,"Metro: ArtillerosBus: 30 , 32 , 71.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a81483dbd6891110VgnVCM2000000c205a0aRCRD,PICO DE LOS ARTILLEROS,CALLE,V,21,,,,posterior,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445866,4473324,40.40689301,-3.639284014,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4556019,Instalación Deportiva Municipal Básica Parque Meseta,,,,"Bus: 6 , 60 , 78 , 81 , 116 , 131",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d3362a9470e1110VgnVCM1000000b205a0aRCRD,COOPERATIVAS,RONDA,V,6,,,,,MADRID,MADRID,28041,1,ORCASITAS,12,USERA,440029,4468979,40.36735024,-3.707660518,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6298598,Instalación Deportiva Municipal Básica Parque Norte,,,pista de baloncesto,Metro: FuencarralBus: 176,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aaad80a53df05310VgnVCM1000000b205a0aRCRD,Arzobispo Morcillo,CALLE,V,9,,,,c/v Frómista,MADRID,MADRID,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,444030,4483902,40.50393528,-3.66058688,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4556557,Instalación Deportiva Municipal Básica Parque Olof Palme,,,,"Metro: Plaza ElípticaBus:  6 , 47 , 55 , 60 , 81 , 116 , 247.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=616c33d7305e1110VgnVCM1000000b205a0aRCRD,CERECINOS,CALLE,V,4,,,,Parque Olof Palme,MADRID,MADRID,28026,6,ZOFIO,12,USERA,439651,4470934,40.38493457,-3.712297885,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4671014,Instalación Deportiva Municipal Básica Parque Plata y Castañar,,,,"Bus: 22 , 76 , 79",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=009349ad8bcc5110VgnVCM1000000b205a0aRCRD,LOS FERROVIARIOS,PASEO,V,s/n,,,,,MADRID,MADRID,28021,,SAN ANDRES,,VILLAVERDE,439211,4466704,40.34867827,-3.715802084,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4555864,Instalación Deportiva Municipal Básica Parque Pradolongo,,,,"Bus: 6 , 60 , 78 , 81 , 116 , 121 , 131",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fecafe6d20e1110VgnVCM1000000b205a0aRCRD,PRADOLONGO,PARQUE,V,,,,,"Rafaela Ybarra, Cristo de la Victoria, Los Poblados",MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439672,4470012,40.37663025,-3.711963045,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitosCiclismo, 
4564008,Instalación Deportiva Municipal Básica Parque Rafael Finat,,,,"Bus: 17, 117 , 139 , 155Renfe: Fanjul.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b44da2d7fe222110VgnVCM1000000b205a0aRCRD,DAMASQUILLO,CALLE,V,S/N,,,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,435085,4470704,40.38251879,-3.766064356,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4556430,Instalación Deportiva Municipal Básica Parque San Blas,,,,"Metro: SimancasBus: 28 , 38 , 48 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=68038bbd894e1110VgnVCM1000000b205a0aRCRD,ALBAIDA,CALLE,V,S/N,,,,"Avda. Arcentales, Alberique y Ajofrín",MADRID,MADRID,28037,2,HELLIN,20,SAN BLAS-CANILLEJAS,447443,4476043,40.43147963,-3.620936446,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitosFooting, 
4543839,Instalación Deportiva Municipal Básica Parque San Luciano,,,,"Metro: Ciudad de los ÁngelesBus: 76, 116",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86af01d115471110VgnVCM1000000b205a0aRCRD,SAN LUCIANO,CALLE,V,12,,,,,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,440856,4468473,40.3628511,-3.697873423,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4541916,Instalación Deportiva Municipal Básica Parque Santa Adela,,,pistas de baloncesto cubierta,"Metro: Parque de Santa MaríaBus: 9 , 107 , 125",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=302e9b165e961110VgnVCM1000000b205a0aRCRD,SANTA ADELA,CALLE,V,14,,,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,445043,4481198,40.4796442,-3.648385573,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4564041,Instalación Deportiva Municipal Básica Parque Sector Surbatán,,,"pista de patinaje, pistas de bolos ","Metro: LuceroBus: 31 , 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d640713fdf222110VgnVCM1000000b205a0aRCRD,SEPULVEDA C.V. A CALLE CEBREROS,CALLE,V,206,,,,,MADRID,MADRID,28011,3,LUCERO,10,LATINA,436801,4472907,40.4043696,-3.744793029,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6300744,Instalación Deportiva Municipal Básica Parque Supermanzana 7,,,,"Metro: FuencarralBus: 124, 133, 67, 83",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70c840a4a8915310VgnVCM2000000c205a0aRCRD,FERMIN CABALLERO,CALLE,V,25,,,,,MADRID,MADRID,28034,5,LA PAZ,8,FUENCARRAL-EL PARDO,440450,4481880,40.48548017,-3.702646262,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
4554591,Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),,,,"Metro: Barrio de la ConcepciónBus: 11 , 21 , 48 , 53 , 122 , 146.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b401ee4851bd1110VgnVCM1000000b205a0aRCRD,SALVADOR DE MADARIAGA,CALLE,V,,,,,,MADRID,MADRID,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,444377,4476942,40.43938758,-3.657148413,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones, 
4548199,Instalación Deportiva Municipal Básica Parque Z,,,,"Metro: VinaterosBus: 30 , 32 , 71.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4da0234542891110VgnVCM2000000c205a0aRCRD,MARROQUINA,CALLE,V,88,,,,posterior - Parque de Moratalaz,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445227,4473497,40.41028157,-3.645562579,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
6309560,Instalación Deportiva Municipal Básica paseo de la Vaguada,,,"pistas de bolos , pistas de chito",Metro: LACOMABus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72d64224cd835310VgnVCM2000000c205a0aRCRD,VAGUADA,PASEO,V,13,,,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439712,4481297,40.48016602,-3.711297805,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
4541749,Instalación Deportiva Municipal Básica Paseo del Polideportivo,,,,"Metro: San CiprianoBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8116c25621961110VgnVCM1000000b205a0aRCRD,VIVERO DE LA PILARICA,CALLE,V,3,,,,,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,448975,4473429,40.40803569,-3.602653808,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, 
5706297,Instalación Deportiva Municipal Básica Patrimonio Humanidad,,,,"Metro: La Peseta.Bus: 35 , 155",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a0dd668c1ee8210VgnVCM2000000c205a0aRCRD,PATRIMONIO DE LA HUMANIDAD,CALLE,V,,,,,Frente al número 15. Parc. 3.12.3 del P.A.U. de Carabanchel,MADRID,MADRID,28054,6,BUENAVISTA,11,CARABANCHEL,435519,4468136,40.3613011,-3.759429066,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, 
4542833,Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,,,,"Bus: 105 , 114 , 115 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8f9626222f61110VgnVCM1000000b205a0aRCRD,PEONIAS,CALLE,V,2,,,,,MADRID,MADRID,28042,1,PALOMAS,16,HORTALEZA,447603,4477959,40.45063099,-3.617916809,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, 
